"id","comment","type","direction","from_account_id","from_civ_name","from_account_name","to_account_id","to_civ_name","to_account_name","amount","date","tax_percentage","tax_type","tax_id"
"4cc4a8cc-6b75-4e6f-8afd-e197c9c08db2","Business Charge: 1 across car repair (Melissa Murmurs - 2365)","purchase","in","61276814","Melissa Murmurs","Personal Account","64952453","Kassandra Kage","Kintsugi Motorworks","1800","Wed Nov 05 2025 06:02:40 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"4cc4a8cc-6b75-4e6f-8afd-e197c9c08db2","Business Charge: 1 across car repair (Melissa Murmurs - 2365)","purchase","in","61276814","Melissa Murmurs","Personal Account","64952453","Lloyd Grotti","Kintsugi Motorworks","1800","Wed Nov 05 2025 06:02:40 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"e8b2ea0d-20b2-4155-a9d0-b2ea628879d8","1000 BET @300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61776653","Chas Diaz","Personal Account","300000","Wed Nov 05 2025 18:04:08 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"e8b2ea0d-20b2-4155-a9d0-b2ea628879d8","1000 BET @300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61776653","Chas Diaz","Personal Account","300000","Wed Nov 05 2025 18:04:08 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"e8b2ea0d-20b2-4155-a9d0-b2ea628879d8","1000 BET @300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61776653","Chas Diaz","Personal Account","300000","Wed Nov 05 2025 18:04:08 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"e8b2ea0d-20b2-4155-a9d0-b2ea628879d8","1000 BET @300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61776653","Chas Diaz","Personal Account","300000","Wed Nov 05 2025 18:04:08 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"e8b2ea0d-20b2-4155-a9d0-b2ea628879d8","1000 BET @300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61776653","Chas Diaz","Personal Account","300000","Wed Nov 05 2025 18:04:08 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"098d763a-5c07-4bee-8139-fa1b01b104ad","1000 BET @ 300 Per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61335156","Mariane Pilote","Personal Account","300000","Thu Nov 06 2025 19:53:12 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"098d763a-5c07-4bee-8139-fa1b01b104ad","1000 BET @ 300 Per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61335156","Mariane Pilote","Personal Account","300000","Thu Nov 06 2025 19:53:12 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"098d763a-5c07-4bee-8139-fa1b01b104ad","1000 BET @ 300 Per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61335156","Mariane Pilote","Personal Account","300000","Thu Nov 06 2025 19:53:12 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"098d763a-5c07-4bee-8139-fa1b01b104ad","1000 BET @ 300 Per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61335156","Mariane Pilote","Personal Account","300000","Thu Nov 06 2025 19:53:12 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"098d763a-5c07-4bee-8139-fa1b01b104ad","1000 BET @ 300 Per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61335156","Mariane Pilote","Personal Account","300000","Thu Nov 06 2025 19:53:12 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"b0b85c42-35f1-4d6d-8e7b-17d4deec5777","275 BET @ 300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61594827","Reece Harper","Personal Account","82500","Fri Nov 07 2025 13:42:40 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"b0b85c42-35f1-4d6d-8e7b-17d4deec5777","275 BET @ 300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61594827","Reece Harper","Personal Account","82500","Fri Nov 07 2025 13:42:40 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"b0b85c42-35f1-4d6d-8e7b-17d4deec5777","275 BET @ 300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61594827","Reece Harper","Personal Account","82500","Fri Nov 07 2025 13:42:40 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"b0b85c42-35f1-4d6d-8e7b-17d4deec5777","275 BET @ 300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61594827","Reece Harper","Personal Account","82500","Fri Nov 07 2025 13:42:40 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"b0b85c42-35f1-4d6d-8e7b-17d4deec5777","275 BET @ 300$ per","transfer","out","64952453","Joaquin Jimenes","Kintsugi Motorworks","61594827","Reece Harper","Personal Account","82500","Fri Nov 07 2025 13:42:40 GMT+0000 (Coordinated Universal Time)","0","No Tax","1"
"af9d8351-89dc-423f-88cb-fc4b8f59f56f","Business Charge: 1x across -JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Mary Domino-Mushkin","Kintsugi Motorworks","1800","Fri Nov 07 2025 21:14:06 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"af9d8351-89dc-423f-88cb-fc4b8f59f56f","Business Charge: 1x across -JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Joaquin Jimenes","Kintsugi Motorworks","1800","Fri Nov 07 2025 21:14:06 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"af9d8351-89dc-423f-88cb-fc4b8f59f56f","Business Charge: 1x across -JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Melissa Murmurs","Kintsugi Motorworks","1800","Fri Nov 07 2025 21:14:06 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"af9d8351-89dc-423f-88cb-fc4b8f59f56f","Business Charge: 1x across -JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Kassandra Kage","Kintsugi Motorworks","1800","Fri Nov 07 2025 21:14:06 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"af9d8351-89dc-423f-88cb-fc4b8f59f56f","Business Charge: 1x across -JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Lloyd Grotti","Kintsugi Motorworks","1800","Fri Nov 07 2025 21:14:06 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"b145ab91-c41d-4678-9f5e-5f081fb43108","Business Charge: 2 across (Lloyd Grotti - 18725)","purchase","in","61718607","Lloyd Grotti","Personal Account","64952453","Mary Domino-Mushkin","Kintsugi Motorworks","3600","Sat Nov 08 2025 19:18:38 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"b145ab91-c41d-4678-9f5e-5f081fb43108","Business Charge: 2 across (Lloyd Grotti - 18725)","purchase","in","61718607","Lloyd Grotti","Personal Account","64952453","Joaquin Jimenes","Kintsugi Motorworks","3600","Sat Nov 08 2025 19:18:38 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"b145ab91-c41d-4678-9f5e-5f081fb43108","Business Charge: 2 across (Lloyd Grotti - 18725)","purchase","in","61718607","Lloyd Grotti","Personal Account","64952453","Melissa Murmurs","Kintsugi Motorworks","3600","Sat Nov 08 2025 19:18:38 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"b145ab91-c41d-4678-9f5e-5f081fb43108","Business Charge: 2 across (Lloyd Grotti - 18725)","purchase","in","61718607","Lloyd Grotti","Personal Account","64952453","Kassandra Kage","Kintsugi Motorworks","3600","Sat Nov 08 2025 19:18:38 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"b145ab91-c41d-4678-9f5e-5f081fb43108","Business Charge: 2 across (Lloyd Grotti - 18725)","purchase","in","61718607","Lloyd Grotti","Personal Account","64952453","Lloyd Grotti","Kintsugi Motorworks","3600","Sat Nov 08 2025 19:18:38 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"5810b298-dc8f-4aa0-af61-366239c73463","Business Charge: 2 Repairs 3 across a piece - JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Mary Domino-Mushkin","Kintsugi Motorworks","10800","Sat Nov 08 2025 20:28:26 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"5810b298-dc8f-4aa0-af61-366239c73463","Business Charge: 2 Repairs 3 across a piece - JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Joaquin Jimenes","Kintsugi Motorworks","10800","Sat Nov 08 2025 20:28:26 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"5810b298-dc8f-4aa0-af61-366239c73463","Business Charge: 2 Repairs 3 across a piece - JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Melissa Murmurs","Kintsugi Motorworks","10800","Sat Nov 08 2025 20:28:26 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"5810b298-dc8f-4aa0-af61-366239c73463","Business Charge: 2 Repairs 3 across a piece - JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Kassandra Kage","Kintsugi Motorworks","10800","Sat Nov 08 2025 20:28:26 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
"5810b298-dc8f-4aa0-af61-366239c73463","Business Charge: 2 Repairs 3 across a piece - JR (Jay Runner - 14350)","purchase","in","61139120","Jay Runner","Personal Account","64952453","Lloyd Grotti","Kintsugi Motorworks","10800","Sat Nov 08 2025 20:28:26 GMT+0000 (Coordinated Universal Time)","12","No Tax","1"
